,Horodateur,Boutique,code postal,Depuis combien de temps êtes vous un client de la Maison Pariès ?,A quelle fréquence venez-vous nous rendre visite ?,Comment nous avez-vous connus ?,"En 2 mots, comment définiriez-vous la Maison ?",A quelle(s) occasion(s) effectuez-vous des achats chez nous,Quel est le produit que vous préférez ?,Quel est le dernier produit de la gamme Pariès que vous connaissez ?,8. Quels sont les produits de nos gammes que vous achetez chez d’autres artisans ?,Pourquoi ?,Où achetez-vous nos produits ?,Avez-vous déjà eu l’occasion de commander nos produits sur notre site en ligne ?,"Si vous n'êtes pas de la région, aimeriez-vous pouvoir trouver nos produits à proximité de votre domicile ?",Pourquoi ?.1,Que devons-nous faire pour progresser ?,"14. Dans les grandes évolutions de la consommation, quelles sont les 3 qui vous tiennent le plus à cœur ?",Sexe,Quelle est votre catégorie socio-professionnelle ?,Tranche d'âge,de combien de personnes se compose votre foyer ?,"S'il y a des enfants dans votre foyer, quel âge ont-ils ?",Êtes-vous abonné à notre newsletter ?,"Si non, confiez-moi votre adresse mail pour recevoir notre actualité (moins de 10 mails par an)"
982,2022-07-26,Bayonne,64990,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Savoureux,pour me faire plaisir; pour faire un cadeau,Kanougas,Gateau basque aux agrumes,Touron,Habitude,En fonction de l'endroit où je me trouve,Non,,,Rien,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
983,2022-07-26,Bayonne,94140,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Tradition; Elaborée,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,oui,Proximité; Gateau basque,,"Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Etudiant,18/24,2.0,,Non,
984,2022-07-26,Bayonne,64600,Depuis toujours,visite exceptionnelle,bouche à oreille,Tradition,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Chocolat orangettes,Je ne sais pas,Chocolat,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Personnel plus souriant; Mettre des chaises,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
985,2022-07-26,Bayonne,64600,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Qualité; Raffiné,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Macarons,Avellines,Chocolat,Pour changer,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence",Femme,Cadre et profession intellectuelle supérieure,50/64,5.0,"- de 5 ans, entre 5 et 10 ans, entre 11 et 15 ans",Non,
986,2022-07-26,Bayonne,64100,Depuis toujours,visite mensuelle,"avec vos parents, votre famille",Très bon,pour me faire plaisir; pour faire un cadeau,Kanougas,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Rien,"Alimentation santé bien être et transparence; Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
987,2022-07-26,Bayonne,64100,Depuis quelques années,visite exceptionnelle,bouche à oreille,Local; Fait maison,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque,Mouchous,Macarons; Viennoiseries,Habitude; Proximité,En fonction de l'endroit où je me trouve,Non,,,Rien,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Etudiant,18/24,2.0,,Non,
988,2022-07-26,Bayonne,64600,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Parfait,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée; Noël; Pâques,Pâtisseries,Gateau basque aux agrumes,Gateau basque; Chocolat,Meilleur ailleurs,En fonction de l'endroit où je me trouve,Non,,,Mettre de la liqueur dans chocolat,Alimentation santé bien être et transparence; Tradition et authenticité,Homme,Retraité,65 et +,2.0,,Non,
989,2022-07-26,Bayonne,92310,C’est une de mes premières visites,C'est la première fois !,"avec vos parents, votre famille",Sent bon,pour me faire plaisir,,,,,,Non,,,,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Etudiant,18/24,1.0,,Non,
990,2022-07-26,Bayonne,93100,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Excellent; Variété,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Gateau basque crème,Je ne sais pas,Gateau basque,Proximité; Exception,En fonction de l'endroit où je me trouve,oui,,,Ouvrir à Lille,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,25/34,1.0,,Non,**********
991,2022-07-26,Bayonne,64480,Depuis toujours,visite mensuelle,"avec vos parents, votre famille",Excellent,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Mouchous,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Elargir les horaires d'ouverture,"Alimentation santé bien être et transparence; Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,50/64,2.0,,Non,
992,2022-07-26,Bayonne,69008,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Gâteau basque,pour me faire plaisir; pour régaler ma famille,Gateau basque,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,oui,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,1.0,,Oui,
993,2022-07-26,Bayonne,92130,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Bon; Qualité,pour me faire plaisir; pour régaler ma famille,Gateau basque,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Sans profession,18/24,6.0,plus de 15 ans,Non,
994,2022-07-26,Bayonne,64100,Depuis toujours,visite exceptionnelle,bouche à oreille,Accueillant; Variété,pour faire un cadeau,Kanougas,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,1.0,,Non,
995,2022-07-26,Bayonne,64340,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Tradition,pour me faire plaisir; pour faire un cadeau,Mouchous; Gateau basque,Je ne sais pas,Gateau basque,Proximité,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Homme,Cadre et profession intellectuelle supérieure,35/49,2.0,,Non,
996,2022-07-26,Bayonne,64100,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Mouchous; Kanougas,pour régaler ma famille,Mouchous,Espelines,Chocolat,Habitude,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
997,2022-07-26,Bayonne,95130,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Super; Tradition; Innovation,pour régaler ma famille; pour faire un cadeau,Gateau basque aux agrumes,Gateau basque aux agrumes,Aucun,,Toujours dans la même boutique,Non,oui,Proximité,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Employé,35/49,3.0,entre 5 et 10 ans,Non,
998,2022-07-26,Bayonne,92100,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Tradition; Savoureux,pour me faire plaisir,Gateau basque,Gateau basque aux agrumes,Gateau basque,Bon aussi ailleurs,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Profession libérale,25/34,6.0,plus de 15 ans,Non,
999,2022-07-26,Bayonne,81000,Depuis quelques années,visite mensuelle,"avec vos parents, votre famille",Originalité; Savoureux,pour me faire plaisir; pour faire un cadeau,Espelines,Je ne sais pas,Gateau basque,Proximité,Toujours dans la même boutique,Non,Non,Associé à la région,Continuer,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,25/34,4.0,,Non,**********
1000,2022-07-26,Bayonne,64600,Depuis toujours,visite mensuelle,bouche à oreille,Qualité,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque crème; Gateau basque aux agrumes,Je ne sais pas,Chocolat,Habitude,Toujours dans la même boutique,Non,,,Baisser les prix,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Homme,Retraité,65 et +,2.0,,Non,
1001,2022-07-26,Bayonne,34000,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Fiable; Qualité,pour faire un cadeau,Gateau basque; Kanougas,Viennoiseries Royal Amande,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,oui,oui,Proximité,Rien,"Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Oui,
1002,2022-07-26,Bayonne,64100,Depuis quelques années,visite mensuelle,bouche à oreille,Qualité,pour me faire plaisir; pour faire un cadeau,Mouchous,Je ne sais pas,Chocolat,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Faire soi-même",Homme,Employé,50/64,2.0,,Non,
1003,2022-07-26,Bayonne,69005,C’est une de mes premières visites,C'est la première fois !,sur un guide,Bien,pour me faire plaisir,,,,,,Non,,,,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Profession libérale,65 et +,2.0,,Non,
1004,2022-07-26,Bayonne,81200,Depuis quelques années,visite exceptionnelle,bouche à oreille,Savoureux; Qualité,pour me faire plaisir; pour faire un cadeau,Gateau basque crème,Kanougas,Chocolat,Bon aussi ailleurs,En fonction de l'endroit où je me trouve,Non,oui,Proximité,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Profession libérale,35/49,2.0,,Non,**********
1005,2022-07-26,Bayonne,64500,Depuis quelques années,visite exceptionnelle,bouche à oreille,Qualité,pour me faire plaisir,Gateau basque,Glaces,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Remettre la tarte aux pommes,"Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Profession libérale,50/64,2.0,plus de 15 ans,Non,
1006,2022-07-26,Bayonne,64100,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Colorée; Savoureux,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée; Fêtes; Anniversaires,Gateau basque aux agrumes,Sablés,Chocolat,Meilleur ailleurs,En fonction de l'endroit où je me trouve,Non,,,Continuer,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,35/49,4.0,entre 11 et 15 ans,Non,
1007,2022-07-26,Bayonne,64240,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Amande; Plaisant,pour me faire plaisir; pour faire un cadeau,Mouchous,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Cadre et profession intellectuelle supérieure,35/49,5.0,"- de 5 ans, entre 5 et 10 ans, entre 11 et 15 ans",Non,
1008,2022-07-26,Bayonne,40130,Depuis quelques années,visite exceptionnelle,bouche à oreille,Savoureux; Local,pour me faire plaisir,Gateau basque; Kanougas,Petit paries,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas, ,Femme,Cadre et profession intellectuelle supérieure,35/49,3.0,- de 5 ans,Non,
1009,2022-07-27,Espelette,37550,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Ordonnée; Fiable,pour me faire plaisir; pour régaler ma famille,Gateau basque,Je ne sais pas,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,Non,oui,Gateau basque,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,50/64,,,Non,
1010,2022-07-27,Espelette,35***,C’est une de mes premières visites,C'est la première fois !,sur un guide,Savoureux,pour me faire plaisir,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Profession libérale,25/34,3.0,- de 5 ans,Non,
1011,2022-07-27,Espelette,88500,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Epurée,pour faire un cadeau,,,,,,Non,,,,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,25/34,2.0,,Non,
1012,2022-07-27,Espelette,45140,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Attrayant,pour me faire plaisir,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,50/64,2.0,,Non,
1013,2022-07-27,Espelette,54750,C’est une de mes premières visites,C'est la première fois !,Location de vacances,Chic; Super,pour me faire plaisir; pour régaler ma famille,,,,,,Non,,,,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Employé,35/49,4.0,"entre 11 et 15 ans, plus de 15 ans",Non,**********
1014,2022-07-27,Espelette,87***,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Propre; Fiable,pour me faire plaisir,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Ouvrier,25/34,2.0,,Non,
1015,2022-07-27,Espelette,80000,C’est une de mes premières visites,C'est la première fois !,bouche à oreille,Belle,pour me faire plaisir,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,25/34,1.0,,Non,
1016,2022-07-27,Espelette,35220,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Qualité; Très bon,pour me faire plaisir,Chocolat,Petit paries,Chocolat,Proximité,En fonction de l'endroit où je me trouve,Non,oui,Proximité; Chocolat,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,50/64,6.0,"entre 5 et 10 ans, plus de 15 ans",Non,
1017,2022-07-27,Espelette,13310,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Tradition,pour faire un cadeau,Chocolat,Nouveaux parfums de gateaux basques,Chocolat,Proximité; Pour changer,En fonction de l'endroit où je me trouve,Non,oui,Proximité,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,35/49,3.0,entre 5 et 10 ans,Non,
1018,2022-07-27,Espelette,59780,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Savoureux; Colorée,pour me faire plaisir; pour régaler ma famille,,,,,,Non,,,,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,35/49,5.0,"entre 5 et 10 ans, entre 11 et 15 ans, plus de 15 ans",Non,
1019,2022-07-27,Espelette,42370,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Classique,pour me faire plaisir,,,,,,Non,,,,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,50/64,2.0,,Non,
1020,2022-07-27,Espelette,38660,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Ordonnée,pour me faire plaisir,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,65 et +,2.0,,Non,
1021,2022-07-27,Espelette,77450,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Variété; Ordonnée,pour me faire plaisir; pour faire un cadeau,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Etudiant,18/24,5.0,plus de 15 ans,Non,
1022,2022-07-27,Espelette,Hollande,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Très bon; Savoureux,pour me faire plaisir; pour faire un cadeau,Mouchous,Avellines,Macarons,Meilleur ailleurs,Toujours dans la même boutique,Non,Non,Fréquemment dans la région,Continuer,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Femme,Employé,50/64,4.0,plus de 15 ans,Non,
1023,2022-07-27,Espelette,34130,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Accueillant; Variété,pour me faire plaisir; pour régaler ma famille,Glaces,Gateau basque aux agrumes,Je ne sais pas,,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,35/49,4.0,entre 11 et 15 ans,Non,
1024,2022-07-27,Espelette,77700,Depuis quelques années,visite exceptionnelle,bouche à oreille,Bon; Savoureux,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Glaces,Je ne sais pas,Je ne sais pas,,En fonction de l'endroit où je me trouve,Non,Non,Associé à la région,Se faire plus connaître (publicité),"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité",Homme,Employé,35/49,2.0,,Non,**********
1025,2022-07-27,Espelette,64230,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Savoureux; Local,pour faire un cadeau,Kanougas,Glaces; Pâte à tartiner,Chocolat; Gateau basque,Proximité,En fonction de l'endroit où je me trouve,Non,,,Ouvrir plus de boutiques,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,25/34,2.0,,Non,
1026,2022-07-27,Espelette,79270,C’est une de mes premières visites,C'est la première fois !,Location de vacances,Très bon,pour me faire plaisir; pour faire un cadeau,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Profession intermédiaire,35/49,3.0,entre 11 et 15 ans,Non,
1027,2022-07-27,Espelette,35137,C’est une de mes premières visites,visite exceptionnelle,Location de vacances,Savoureux; Qualité,pour me faire plaisir,Gateau basque,,Aucun,,En fonction de l'endroit où je me trouve,Non,oui,Proximité,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,35/49,4.0,"entre 5 et 10 ans, entre 11 et 15 ans",Non,**********
1028,2022-07-27,Espelette,64100,Depuis quelques années,visite exceptionnelle,bouche à oreille,Bon,pour faire un cadeau,Chocolat,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Tradition et authenticité",Femme,Retraité,65 et +,2.0,,Non,
1029,2022-07-29,Biarritz,64200,Depuis quelques années,visite mensuelle,par hasard en passant devant,Accueillant,pour me faire plaisir,Gateau basque,Espelines,Pâtisseries,,Toujours dans la même boutique,Non,,,,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Femme,"Artisan, commerçant, chef d'entreprise",35/49,4.0,plus de 15 ans,Non,**********
1030,2022-07-29,Biarritz,95120,Depuis quelques années,visite exceptionnelle,bouche à oreille,Unique,pour régaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Rien,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Homme,"Artisan, commerçant, chef d'entreprise",50/64,4.0,plus de 15 ans,Non,
1031,2022-07-29,Biarritz,33600,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Très bon; Mouchous,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Mouchous,Je ne sais pas,Pâtisseries; Viennoiseries,Habitude; Proximité,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,65 et +,2.0,,Non,
1032,2022-07-29,Biarritz,64210,Depuis quelques années,visite exceptionnelle,bouche à oreille,Qualité; Professionnelle,pour faire un cadeau,Mouchous,Je ne sais pas,Chocolat,Pour changer,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Profession intermédiaire,50/64,3.0,,Non,**********
1033,2022-07-29,Biarritz,64200,Depuis quelques années,visite exceptionnelle,bouche à oreille,Qualité; Local,pour me faire plaisir,Kanougas,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Ouvrir plus de boutiques,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,"Artisan, commerçant, chef d'entreprise",50/64,2.0,,Non,
1034,2022-07-29,Biarritz,78360,C’est une de mes premières visites,visite exceptionnelle,bouche à oreille,Très bon,pour faire un cadeau,Mouchous,,,,Toujours dans la même boutique,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,4.0,entre 11 et 15 ans,Non,
1035,2022-07-29,Biarritz,50200,C’est une de mes premières visites,C'est la première fois !,bouche à oreille,Propre,pour me faire plaisir,Gateau basque crème,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Homme,Cadre et profession intellectuelle supérieure,50/64,2.0,,Non,
1036,2022-07-29,Biarritz,69006,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Bon; Chic,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,Non,oui,Proximité,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,25/34,3.0,entre 5 et 10 ans,Non,
1037,2022-07-29,Biarritz,31280,Depuis quelques années,visite exceptionnelle,bouche à oreille,Simplicité,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,oui,Proximité,Ouvrir plus de boutiques,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,25/34,2.0,,Non,
1038,2022-07-29,Biarritz,64200,Depuis toujours,Tous les jours,"avec vos parents, votre famille",Tradition,pour me faire plaisir,Gateau basque,Je ne sais pas,Chocolat orangettes,Proximité,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Etudiant,18/24,5.0,,Non,
1039,2022-07-29,Biarritz,64200,Depuis toujours,visite mensuelle,bouche à oreille,Artisanale; Qualité,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Mouchous,Goxos,Macarons,Meilleur ailleurs,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Femme,Employé,35/49,3.0,entre 11 et 15 ans,Non,
1040,2022-07-29,Biarritz,64200,Depuis toujours,visite exceptionnelle,bouche à oreille,Accueillant,pour me faire plaisir; pour faire un cadeau,Chocolat noir,Gateau basque aux agrumes,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Rien,"Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Retraité,50/64,2.0,,Non,
1041,2022-07-29,Biarritz,92310,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Chaleureux,pour me faire plaisir; pour faire un cadeau,Mouchous,Je ne sais pas,Kanougas,Proximité,Toujours dans la même boutique,Non,Non,Associé à la région,Rien,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Femme,Etudiant,15/17,6.0,"entre 5 et 10 ans, entre 11 et 15 ans",Non,
1042,2022-07-29,Biarritz,Espagne,C’est une de mes premières visites,C'est la première fois !,bouche à oreille,Belle; Attrayant,pour me faire plaisir,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Femme,Cadre et profession intellectuelle supérieure,25/34,2.0,,Non,
1043,2022-07-29,Biarritz,64600,Depuis toujours,visite mensuelle,"avec vos parents, votre famille",Savoureux,pour me faire plaisir; pour faire un cadeau,Touron; Gateau basque,Tablette de chocolat,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Rien,,Femme,Profession libérale,50/64,5.0,plus de 15 ans,Non,
